,created_at,tweets,location
164,2019-05-02 07:52:18,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'Texas, USA'"
165,2019-05-02 07:52:11,brt billkristol candidate trumps picking a fight with biden democrats are upset about ag barr but keep focus the mueller report lays oxe2x80xa6,"b'Harrison, AR'"
166,2019-05-02 07:52:09,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,"b'Surf City, NC'"
167,2019-05-02 07:52:07,battorney general william barr cancels second day of testimony further inflaming tensions between president donald trump and democrats in congress url via andysullivan sarahnlynch url reutersus,"b'Pollen\xc3\xa7a, Spain'"
168,2019-05-02 07:52:05,brt edkrassen watching republicans question william barr today reminds us all that the problem doesnt begin with donald trump the problexe2x80xa6,b''
169,2019-05-02 07:52:02,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'New York, NY'"
170,2019-05-02 07:52:00,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b''
171,2019-05-02 07:51:58,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
172,2019-05-02 07:51:55,brt pennygetyourown barr nails it exactly what wexe2x80x99re saying trump was falsely accused of russian collusion by democrats for 25 years nxe2x80xa6,b''
173,2019-05-02 07:51:53,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
174,2019-05-02 07:51:51,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,b''
175,2019-05-02 07:51:51,brt amy_siskind stop talking and start doing donxe2x80x99t let trump and his lawless regime get away with eroding our democracy you took an oaxe2x80xa6,"b'California, USA'"
176,2019-05-02 07:51:50,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,"b'Detroit, MI'"
177,2019-05-02 07:51:50,brt realmattcouch raise your hand if after todays fiasco by the corrupt democrats youre even more motivated than ever to get people regixe2x80xa6,b''
178,2019-05-02 07:51:45,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,b'Clonakilty West Cork Ireland.'
179,2019-05-02 07:51:44,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'South'
180,2019-05-02 07:51:43,bcommunism the newage movement lucifer worship click on link url feelthebern bernie berniesanders bernie2020 sanders2020 bern2020 democrats barrresign maga trump url,"b'Brick, New Jersey'"
181,2019-05-02 07:51:41,brt psychdr100 trumpdemocrats were agreeing on a major infrastructure deal today republican senate says no deal unless every cent spexe2x80xa6,"b'Texas, USA, part time Canada'"
182,2019-05-02 07:51:37,brt therickwilson the point made in my new piece is simple democrats either take scalps of just call it a day and let trump wreck the repxe2x80xa6,"b'Magnolia, TX'"
183,2019-05-02 07:51:35,brt richardhine democrats in congress can move ahead with their lawsuit against president trump alleging that his private business violatexe2x80xa6,b'Sarasota~Michigan~Chicago'
184,2019-05-02 07:51:35,brt randyebarnett william barr is exactly the kind of republican that democrats say they respect yet when he doesnxe2x80x99t do exactly what theyxe2x80xa6,b''
185,2019-05-02 07:51:32,brt jessiejaneduff foolish democrats took their last gasp in the barrhearing to discredit president trump nnnow they have a major issuexe2x80xa6,b' Tx'
186,2019-05-02 07:51:30,brt actorwithachip maddowblog wouldnt it be sort of amazing if 5 hours after this the irs was indeed bombarded and tomorrow we all wxe2x80xa6,"b'Wollongong, NSW, Australia'"
187,2019-05-02 07:51:25,bdonald trump criticizes democrats treatment of william barr praises ags fantastic performance url,"b'Tampa, Florida'"
188,2019-05-02 07:51:25,brt msnbc fmr cia director john brennan xe2x80x9cixe2x80x99m still waiting for those republicans to realize that the xe2x80x98trump shipxe2x80x99 is a sinking one andxe2x80xa6,b'Chicago'
189,2019-05-02 07:51:25,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,"b'Gladstone, OR'"
190,2019-05-02 07:51:22,brt gop for the past two years democrats lied to the american people about the trumprussia collusion narrative n ntodayxe2x80x99s hearing madexe2x80xa6,"b'Granbury, TX'"
191,2019-05-02 07:51:19,brt charliekirk11 227 democratsxe2x80x94nearly all of them voted to allow illegal aliens to vote in our electionsnnmeanwhile they all support thxe2x80xa6,b''
192,2019-05-02 07:51:18,brt gop gopchairwoman they cant talk about the economy so what they are going to do is delve into identity politics amp govt takeoverxe2x80xa6,b''
193,2019-05-02 07:51:15,bthomas1774paine so my if my math is correct 1x33 so that makes 3 democrats who think there is a crisis that trump created lol,b'Toronto'
194,2019-05-02 07:51:08,bthe president also told fox business that sen kamala harris was probably very nasty during william barrs senate hearing wednesday url via huffpostpol,b'Indiana'
195,2019-05-02 07:51:07,brt charliekirk11 227 democratsxe2x80x94nearly all of them voted to allow illegal aliens to vote in our electionsnnmeanwhile they all support thxe2x80xa6,b''
196,2019-05-02 07:51:07,brt kaivanshroff hillaryclinton is spot on if china suddenly decided to hack into trumpxe2x80x99s tax returns during the 2020 election at the bxe2x80xa6,"b'New York, NY'"
197,2019-05-02 07:51:03,brt pujamehra political parties are spending 86 bn on the 2019 election campaign twice that in 2014 and more than the 65 bn spent inxe2x80xa6,b''
198,2019-05-02 07:50:56,brt ryanafournier itxe2x80x99s another beautiful day in americannthe democrats are still whining and president trump is still winning xf0x9fx87xbaxf0x9fx87xb8,b''
199,2019-05-02 07:50:45,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b''
200,2019-05-02 07:50:44,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
201,2019-05-02 07:50:42,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'Missouri'
202,2019-05-02 07:50:40,brt emmavigeland bidens campaign message is basically vote for me because trump is badnnits a nightmarish case of dxc3xa9jxc3xa0 vu are we goxe2x80xa6,b''
203,2019-05-02 07:50:38,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Wollongong, NSW, Australia'"
204,2019-05-02 07:50:31,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,b'The Midwest'
205,2019-05-02 07:50:29,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,b''
206,2019-05-02 07:50:25,brt pink_about_it democrats are totally right ag barr might be working for trumpnnif only he had a tarmac meeting with melania discussinxe2x80xa6,b''
207,2019-05-02 07:50:13,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b''
208,2019-05-02 07:50:04,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'Kansas City '
209,2019-05-02 07:50:04,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,b''
210,2019-05-02 07:50:03,bcongressional democrats notch win in emoluments suit against trump via politico url,b''
211,2019-05-02 07:50:01,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,"b'Colorado, USA'"
212,2019-05-02 07:49:51,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,"b'Florida, USA'"
213,2019-05-02 07:49:50,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,"b'Henderson, NV'"
214,2019-05-02 07:49:48,brt samyky588893 shrikex0r billkresslein comey nytopinion are you asleep have you seriously no idea what they were up to for 4 yearsxe2x80xa6,"b'Las Vegas, NV'"
215,2019-05-02 07:49:48,bsenschumer the treatment that barr took was so horrible shame on the democrats for acting like spoiled brats just because you hate trump so sad,b''
216,2019-05-02 07:49:46,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,"b'Jacksonville Beach, FL'"
217,2019-05-02 07:49:46,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Portland, OR'"
218,2019-05-02 07:49:42,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,b'in Colorado'
219,2019-05-02 07:49:41,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,"b'California, USA'"
220,2019-05-02 07:49:38,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Houston, TX'"
221,2019-05-02 07:49:35,breuters reuterstv if the democrats think president trump obstructed justice they should start impeachment tmrw what are they waiting for xf0x9fxa4xa8xf0x9fxa4xa8xf0x9fxa4xa8 they have the mueller report and have clearly come to that conclusion get going,"b'Fairfield, CT'"
222,2019-05-02 07:49:34,brt truthfeednews thehill watching the media and democrats react to the mueller report vindicating trump is like a train wreck that justxe2x80xa6,b'Gettysburg'
223,2019-05-02 07:49:33,bkamalaharris all this will be forgotten in a week trump will do something to move the focus from barr most of the democrats are going to be on the road running for president barr has done what trxc3xbcmpfxc3xbchrer wanted him to do trump will walk away scott free as usual,"b'Redcar, England'"
224,2019-05-02 07:49:32,bsdut anyone that calls himself herself a republican today is highly suspect the republicans are the party of trump corruption and ineptitude with a slice of cruelty on top,b'LT'
225,2019-05-02 07:49:29,bi have been watch the delusion collusion drama witch hunt the donald trump story and i tell you those republicans what a bunch of fucking idiots to this day they still dont believe trump but now they have an idea where it all started with hillary clinton sore loser url,b'Canada'
226,2019-05-02 07:49:26,brt e_whittler the trump chaos doctrine the republican party will support whatever trump and his people do regardless of how illogical oxe2x80xa6,b''
227,2019-05-02 07:49:22,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
228,2019-05-02 07:49:20,bcryptoyogi4 abbymartin problem is many versus all the chavistas are not being asked or represented if democrats asked for venezuela to intervene to remove trump and put in pelosi would that make any sense,"b'Wellington City, New Zealand'"
229,2019-05-02 07:49:16,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'LA/IN'
